Frame_Width (mm),Lens_Height (mm),Temple_Length (mm),Lens_Thickness (mm),Weight (g),Price ($)
123,31,137,4.625860259,38.49235221,292.0316129
128,48,143,1.867562188,27.98817241,241.9712437
132,33,146,3.228734857,28.70560821,230.9897449
133,49,140,1.341815481,34.09512815,299.6605569
129,36,145,1.619847386,17.76696397,199.2384579
125,36,135,1.98966054,42.99552581,392.2925228
135,46,140,4.931573606,47.29994418,297.3216355
125,48,139,4.188255028,28.55708203,208.5654015
136,45,138,3.694220235,40.88503495,294.2772447
129,32,144,4.665047935,34.20921521,311.0675366
137,44,136,4.824834637,23.2603008,358.0488714
146,43,147,2.814291657,17.37292264,179.4010594
141,44,130,2.310757798,23.60646187,295.0064405
137,43,144,2.261261307,36.17171541,266.9820592
122,36,131,1.142916408,16.40804216,204.2208645
139,32,131,2.118552375,44.26667558,259.07393
146,46,139,2.420183869,48.96071678,308.6965679
140,39,149,1.147595358,17.92256692,252.0535442
144,44,144,4.530419262,23.63442758,228.6024119
147,35,139,4.391426943,38.64717654,215.8581583
134,46,148,2.00600368,43.21281132,253.0420078
134,46,142,4.210235601,27.10979321,299.8509578
123,43,140,4.184847516,33.03334506,285.3119141
148,47,131,2.340051039,46.2115791,133.4529183
146,34,142,3.788272155,28.45394197,328.3050399
128,37,130,2.159431352,17.85383957,222.7465252
146,36,134,1.281104944,49.82129427,195.0093292
145,33,136,3.019191336,21.30980719,253.6831394
138,47,142,2.753308164,16.70736362,220.2132932
143,34,142,1.552611658,29.37287591,247.1907493
147,45,149,2.962213348,19.25122325,118.426094
136,43,135,4.797502983,49.25566845,440.6133336
130,48,149,3.925572589,28.32778496,322.7535502
144,43,141,3.95548924,43.90338965,296.9358336
128,38,137,4.03020318,21.18118863,212.978031
129,35,138,3.978535229,19.85851649,253.4950455
137,46,147,1.079605742,37.72525955,263.0114295
139,48,140,4.698763743,46.82585475,345.0368341
132,41,149,4.320551058,19.00877592,300.039821
127,33,140,2.09831763,35.6238888,423.1400543
126,45,144,3.210974019,17.9728822,262.3283137
136,40,138,3.46002372,43.42570304,244.2870096
140,33,132,1.527780116,46.82570698,317.9858873
142,46,146,2.015853507,37.00780061,259.9797339
134,37,146,1.093001741,39.09200859,253.3404853
139,43,132,4.45580688,16.94027626,404.8064597
134,31,148,1.099620279,17.55420154,176.3798333
120,40,138,2.274783351,21.28846946,240.0928674
144,40,146,1.312985972,24.58399636,143.195699
133,35,147,4.125623705,41.59496409,322.9927168
124,43,144,4.699931092,30.24002365,195.8042
130,39,130,3.251262479,17.73873904,161.7986388
135,37,139,1.558267269,44.84257718,243.3014568
121,36,137,3.232643433,49.78393459,334.0885479
127,37,139,4.081364958,30.92592024,251.0028904
130,37,131,3.873664821,32.9117402,324.7168992
148,31,148,3.966876023,17.74783037,308.7120123
137,45,143,2.11669537,28.40561008,208.3432228
122,38,137,1.29495009,28.0131526,270.7190498
149,42,148,1.595854554,48.80270295,330.0271327
145,41,130,4.82202594,38.11510282,404.7908528
120,46,145,3.454055948,42.37641061,232.7071625
130,31,144,3.911598423,19.49162177,295.7521846
135,42,149,4.596258367,29.59244086,214.2793887
137,30,134,4.411018266,21.70434808,315.1380187
149,48,132,1.873607399,45.10661424,123.6446863
135,40,146,1.232240178,20.33303313,151.5021383
142,34,139,4.700512803,30.36049267,291.3999802
129,30,134,4.926673171,16.87775986,298.4725871
137,49,140,3.269376774,37.2003003,376.9032354
125,42,135,4.553607659,31.86736625,180.0385429
138,37,133,1.927264199,32.42883704,331.5110024
123,35,136,1.444154818,18.55666187,208.6992961
146,46,148,2.99926775,32.98934148,308.6780943
132,41,136,4.244733678,34.73242218,285.9368194
143,30,143,3.618614493,48.69940303,326.7819428
133,32,146,3.549280673,16.16279391,215.5162913
122,43,146,1.069835633,47.29497633,266.3651735
129,37,142,2.269971569,31.78475603,225.5383651
125,40,130,4.757983146,22.35400839,253.7186427
120,43,131,1.537094158,38.2941129,210.189518
142,37,147,3.905463781,33.0968276,206.2611631
143,32,133,4.037244615,22.93642558,334.3665843
146,36,142,3.931332973,36.9389396,236.0976182
133,48,130,4.957139576,31.56417963,206.0612082
127,33,133,2.636832845,39.11551164,285.4906677
138,45,131,3.728773569,39.11769248,292.6351354
133,42,133,1.774620454,31.54853617,187.5416423
129,49,145,2.598839663,28.67786738,206.6747054
136,48,133,2.96624241,17.21354845,265.3911464
128,34,138,1.859310164,32.28463093,178.6810911
148,34,146,4.627242969,23.50902602,261.8488074
125,49,149,3.864791322,16.86366126,317.6309421
130,33,131,2.135031072,26.56330807,199.9890924
144,31,132,1.539825757,18.06141566,344.6664358
126,42,144,2.151469314,35.2909638,345.6840235
136,45,136,3.491941529,32.62841726,371.8843856
147,31,133,4.305634553,42.73501491,344.1169354
147,48,141,3.012673028,24.36717403,344.2710395
120,46,130,1.409978694,28.00351729,246.3825839
141,34,146,1.997259466,39.1132636,235.377672
124,47,133,2.380575678,49.75305821,274.2258346
128,47,133,3.544545015,46.64594151,325.6643345
137,37,138,1.986573501,33.22887145,200.2862655
143,44,139,1.935713571,38.72815536,212.1210849
146,42,148,2.144807474,33.61728143,282.0901677
140,42,148,3.370116178,30.21819362,372.6658834
121,45,144,2.970521136,36.08041913,382.1720027
148,49,146,4.366543813,28.52747289,370.7367439
145,42,136,3.791729258,24.80659245,273.8015958
130,49,132,3.667287488,39.6985866,305.2787702
146,31,134,1.618600248,45.51906945,323.8887
147,32,145,1.220911194,25.08085071,235.1449392
125,44,136,3.039995458,39.74120662,127.9910151
145,48,145,1.286566661,30.19066513,347.9780491
127,42,138,2.456071664,25.5729763,223.4359681
123,34,130,1.104449393,36.73888425,282.4380535
137,35,132,1.707235907,47.87950618,265.2560014
147,43,137,1.441471475,27.30920185,250.2875923
130,33,147,4.203940016,41.58177558,335.5706159
124,48,147,2.38450461,26.01443289,155.6139469
134,36,148,1.315386073,43.13539334,184.5788593
147,33,136,2.061920818,41.59946535,337.1590345
137,31,149,3.731232344,41.79714701,274.7390261
121,36,135,3.982541089,49.91978238,347.3265518
141,32,140,1.479460519,19.91811501,244.0767511
130,44,134,4.11426576,28.60937316,169.3013268
145,30,141,2.482236633,37.07842583,186.8852775
144,31,130,3.717530676,35.66664154,219.8086465
132,39,148,3.686031157,42.32215796,377.829072
123,45,140,4.174370884,16.64183536,281.3059818
141,44,144,3.788731121,39.67679091,375.9137036
126,44,145,1.155473427,40.82033848,255.5637937
148,43,132,3.077924444,17.13853906,250.0662624
130,43,140,1.664724694,33.8538825,238.2632705
141,35,140,4.87985815,23.57474466,264.4269517
143,43,139,2.023338154,43.05695415,332.9826227
123,46,131,2.680429405,16.73647622,252.6541682
147,47,149,1.786808607,20.11574516,216.3819137
134,49,134,1.538356535,18.655882,201.1022841
120,48,137,3.403718402,17.28261969,291.6187959
142,46,142,2.972718595,36.00257821,262.0334746
122,45,144,2.498638936,45.39914229,322.5208018
133,37,131,1.341676089,32.88405936,265.572658
125,36,141,3.943837459,22.37035327,296.9589506
137,49,137,1.023425192,27.0328694,245.999966
144,41,148,2.830646353,27.61281777,217.8495189
120,38,130,3.530287923,30.80723892,286.2931844
125,43,137,2.722843342,29.71884281,328.7282863
125,49,139,1.504835936,38.49029383,222.2702508
140,30,142,4.112999545,26.89692599,279.734174
135,39,134,2.295775809,38.20378875,371.7165011
148,46,138,1.539022205,34.13707078,220.466935
124,46,139,3.201063259,16.69780965,217.5033701
136,46,143,1.07668623,47.18852295,326.1806083
129,33,140,2.296254763,21.22850878,388.6497939
147,46,143,4.002569478,30.80350996,275.4992161
140,47,132,4.650845317,48.16590204,302.1779408
137,49,145,3.366909838,23.65666205,237.6058345
126,31,149,1.870446342,15.7757592,181.3879533
122,37,146,1.880000603,32.15174387,288.6557487
132,42,134,3.415486657,22.83759186,323.2992158
134,49,136,2.627046827,35.37096331,280.4628537
139,44,146,1.709057195,43.59878394,289.8164228
138,49,149,4.149588159,32.89269705,314.4075146
122,38,140,1.800972146,37.57602707,245.8456472
123,32,141,2.286563339,38.31533385,336.764748
124,32,131,1.245717755,43.71870738,188.9598965
120,31,148,3.805488452,39.07743831,426.5359347
123,30,134,2.10111171,49.16602531,358.7127473
131,43,140,1.931467849,30.96739386,340.820808
147,46,148,2.213433144,16.75904307,201.7351904
146,42,136,4.496522132,28.79094162,317.6032524
143,48,135,3.072074282,44.39573149,238.7276711
129,44,140,1.631538919,19.65736787,220.2322344
142,43,143,4.097923549,40.75789484,271.8979115
144,31,133,1.833812983,33.74815104,252.7258278
140,36,137,2.649904593,46.5233134,281.9253095
148,46,138,3.272303277,40.59163834,304.1759647
145,47,131,3.337771659,38.11834387,306.3130412
139,35,140,1.276128466,46.04072753,317.6912844
143,37,149,4.347217967,46.78769746,322.0347925
144,31,136,2.91772304,28.47208466,232.7514099
132,30,133,4.957042799,47.47465591,341.4969922
142,45,143,3.869769632,16.91443007,280.0089363
133,36,130,4.970275617,41.68983198,399.6245074
142,40,141,2.813900992,26.77858297,302.1911674
124,44,148,1.563125629,32.05889309,226.379888
123,42,134,3.909237508,44.25124601,307.2744255
133,31,137,4.11104113,37.29635534,226.256187
129,43,140,4.411341072,31.01218586,253.7559891
136,35,133,2.205796102,20.7376635,296.1897629
129,38,144,3.042735936,47.87426784,373.1165413
145,36,149,4.430022293,26.63671168,314.1960417
126,47,141,4.458944946,18.54065333,220.8003985
135,38,149,1.102735372,34.74513615,240.0852191
120,33,139,3.683667136,29.21979269,158.9527625
136,38,145,3.406749398,35.66789062,348.1233962
140,33,137,1.333351109,23.17354868,178.6820218
148,41,149,4.720544318,28.25551028,262.2382088
128,33,137,2.781489175,49.03779308,318.7440377
125,49,135,3.697030841,47.77876732,245.9322016
138,43,132,4.531191182,45.25336103,355.8457182
132,36,137,1.520484283,42.26923018,309.6070639
122,42,139,4.423372574,20.47959212,216.0738576
126,37,134,3.897222519,31.34257065,420.880184
141,34,140,4.358369288,40.47659751,284.2540119
128,41,133,2.979342821,24.1618648,281.2164023
141,42,146,1.133939414,16.15759746,141.4775558
124,49,132,3.682063375,29.63346148,323.6853343
129,43,147,2.498129714,29.87994887,214.1961918
142,47,137,2.609663337,17.27850901,261.6585587
136,49,141,2.765048806,26.22154527,283.7360857
131,33,145,2.971638543,47.10550209,255.7154489
142,47,143,3.64773693,23.76038825,253.2747529
135,36,145,3.907102705,34.9205936,242.6835142
122,44,133,4.107369145,32.07586931,311.9674531
149,35,130,3.686424764,45.17440234,227.5382825
144,45,130,4.21391768,37.87425853,346.1519408
141,49,144,1.488596832,20.54503232,160.2371286
128,37,149,4.347270665,20.00040544,234.498424
148,45,149,2.549116349,34.51205296,270.756541
134,45,132,3.115106703,16.62632268,233.7839023
124,32,143,2.735117602,28.77358311,288.8482753
142,46,138,2.902868818,28.96538777,238.4272619
132,38,148,2.14171074,21.87165924,317.9568225
133,32,137,1.679803643,25.53542733,235.8941475
139,49,131,1.419578932,26.54818845,352.1097856
134,36,133,2.805595356,15.41155097,196.1854039
135,47,130,1.501043986,43.20619912,304.5603014
142,41,140,1.97995389,48.51061872,376.6706022
132,48,134,1.534463543,25.12432835,325.7799224
136,45,131,1.436484926,18.91949452,362.339113
142,46,142,4.529844591,48.37432501,241.1246157
127,49,146,3.696103812,40.91928574,236.566398
140,44,146,4.695036447,46.18998499,309.8503368
121,30,147,3.576048633,27.6306653,170.9584188
124,31,138,4.375804096,31.94217965,222.7034434
125,37,135,3.221194357,47.55838971,295.4463247
131,31,149,2.850520203,31.08433565,250.2800704
137,48,132,3.113909604,38.52333529,230.6809821
149,38,137,2.280901978,39.66795782,282.0729244
141,38,132,3.631889564,44.29898449,346.1245752
141,42,130,4.588699607,49.13126469,326.8829375
120,35,149,4.129413786,26.72147666,321.3817291
149,44,142,2.848000043,23.66077973,210.4724976
136,48,134,4.815676343,17.71970822,336.345919
149,44,145,4.941692376,44.97881332,460.5848539
130,47,145,2.972402439,25.24379552,247.3574257
129,36,141,4.458559365,16.73644784,244.3517271
138,40,142,1.019081025,45.28446655,244.5877986
133,37,133,1.266622367,32.84682997,216.4895018
145,35,138,1.089557636,44.34096216,226.2404782
129,37,145,4.092651989,34.40686859,360.2659828
134,31,130,1.319116446,25.98054121,280.5216687
147,48,134,1.068202184,19.54235571,220.6613724
138,45,134,1.589675093,30.30065295,201.4486742
123,36,148,2.225179165,15.92921649,299.4014395
121,39,138,2.858802728,36.0860805,282.5114948
128,41,137,1.261613139,29.96826228,204.0268227
129,46,148,2.995928934,19.95332719,252.0316317
147,36,147,1.992245844,33.55820718,346.2470443
130,37,144,2.09748598,43.0318744,250.3596096
133,36,133,4.287609007,49.11801002,321.3270749
126,33,144,4.947694304,33.45754743,212.2701779
142,32,142,2.855456117,19.53428364,299.1997977
134,48,147,2.287082781,43.3747165,332.1867433
141,44,149,4.725792705,39.35260061,300.5268667
138,33,134,3.001793786,48.38899366,340.2849084
141,38,147,3.921414285,33.73245492,288.0077748
134,42,137,2.654960124,27.49863703,334.4434895
149,47,130,1.810194311,48.69940422,424.9412741
147,45,148,3.61954045,33.84556035,202.4581832
143,30,146,3.659370598,15.55669867,356.6407237
127,33,131,2.8407354,31.57841544,327.6851394
130,47,148,2.07979854,15.08323108,218.9882727
148,37,145,4.327253968,40.81977347,355.4110905
128,49,147,2.101272498,34.80807897,257.1721058
134,45,131,3.636095945,18.84303892,255.8883649
120,40,135,2.535942496,43.45539575,264.1410542
149,49,136,2.889922712,33.7753033,318.443186
120,48,135,1.845610646,18.99211322,175.243119
138,48,135,3.597919782,20.60038063,314.5568004
122,47,138,1.903303334,43.77363482,240.5673884
129,48,137,2.942856186,27.44204064,342.2005176
127,40,138,2.313837573,43.73836265,261.6974996
134,32,141,4.854422931,17.43261753,416.1342956
129,37,147,4.928884384,23.53506718,303.7763258
120,49,135,4.013965229,41.76039085,348.8269781
148,48,133,4.935669979,37.45957423,338.8070731
137,39,136,1.454202571,25.73885816,279.4721526
121,45,147,4.969298616,47.76092529,367.4826165
138,34,149,1.414223665,22.38731824,238.1947622
132,49,134,2.661807095,44.74228493,206.0650672
141,38,147,1.955790281,39.3510355,313.7191142
120,37,139,4.815383854,19.23909764,343.9758338
121,40,137,3.543159739,34.42904697,287.542653
148,45,130,3.388510135,47.54676533,328.339403
135,36,144,4.98975402,36.66136171,282.3305578
134,44,132,3.449704416,33.50825894,327.2519806
132,49,144,3.584639524,27.82131167,260.9760831
135,46,143,1.179097197,42.60758492,284.4077646
136,35,130,4.436202408,46.95707249,299.0295151
140,44,137,4.880357727,41.36608759,248.5233793
148,37,136,4.841244602,40.38372758,329.4317068
148,36,138,1.884422438,21.73716292,214.8929369
126,31,147,1.903661376,44.18952197,331.1608284
143,42,141,2.464188501,16.42435493,288.3300711
145,35,137,2.240840284,41.50765168,294.9051928
136,34,137,2.22245859,22.38045121,218.7961785
126,49,135,3.420866869,32.05414445,320.1173671
132,30,132,4.222432027,39.33318815,350.7355652
124,47,131,4.747072643,41.56774446,366.4792781
145,44,143,1.271441914,46.08293794,302.6137252
136,39,137,2.111913906,24.89072505,155.9695525
122,32,135,2.020055094,22.85120851,255.5854026
126,34,133,2.429758654,49.86861726,377.1752752
145,42,134,2.697337052,22.26453591,287.1299315
136,37,142,2.556685887,38.29182614,251.7720487
126,31,138,4.808588838,48.3460642,442.3176534
140,38,142,2.748516224,46.37945954,220.4502161
120,46,138,3.206370284,30.51422031,260.8729212
136,47,145,3.994533122,37.31535849,246.5613295
149,42,141,3.900339188,33.51836991,269.8711663
136,30,131,3.331858267,27.13294541,287.7570703
130,41,148,4.443328094,20.05477354,246.8583038
144,49,145,3.496725236,43.11879807,396.3407097
146,49,142,4.49903539,18.16545907,237.11493
148,34,134,2.211063002,36.33695835,324.6934527
122,37,135,1.528094708,35.80292104,173.5051478
134,44,146,4.278081826,26.71885185,218.1863724
148,32,146,2.530071632,19.73929951,242.0710343
140,35,146,3.604338287,42.98729946,374.9304823
130,42,132,3.949244786,31.16735442,339.0489006
145,41,142,2.306841902,40.3845512,208.1980536
147,48,141,3.020653554,15.57700307,276.2100274
135,47,135,4.579706061,17.60761075,298.8221774
144,30,142,4.519172941,21.15466896,300.7974217
141,36,143,3.99742831,18.98433294,352.7370242
147,41,136,4.050958128,21.70973698,212.6596962
128,39,134,4.590737796,39.02708239,389.8946861
143,41,143,3.945329549,16.64489754,296.7938168
143,40,147,2.358341437,16.32529642,323.4439666
120,33,133,1.483130719,16.10782359,262.3046556
148,48,130,2.6875364,39.41771936,232.1889693
144,35,136,1.349373663,33.76474153,252.3465148
141,38,149,1.463083108,27.95848441,293.5981412
135,49,142,4.800688371,38.64627678,282.4063008
128,39,133,3.703547842,34.37614953,112.5898445
138,34,142,4.406434802,15.25671942,301.209471
131,42,133,3.571596773,44.34924107,394.1645487
138,38,132,2.674160114,27.25645341,289.6897892
141,31,137,1.10063513,28.98464421,306.0133575
128,47,149,4.823348148,42.38014842,369.5949966
126,30,137,1.283729888,21.54817855,257.6248588
133,41,146,3.440652264,15.35251494,196.9747559
148,39,144,1.408812847,46.80934207,305.373058
138,31,133,2.136590714,32.69173894,217.9269417
138,38,135,1.743269829,27.23344955,347.6294063
121,31,135,3.214867661,43.66659529,359.5116896
128,43,139,4.54830138,15.92032196,331.2176586
132,40,133,3.542489231,22.08017874,306.5782265
134,40,138,3.656752078,20.43508219,269.0714561
122,46,145,4.635725985,40.82407395,451.5112913
130,33,136,3.997700912,25.92303627,194.5500977
140,42,143,4.463823346,42.05173609,347.5320878
133,36,135,2.665568367,16.45167554,274.7884907
149,45,130,4.461425351,36.28404522,276.3633965
144,30,147,3.583445554,26.13772535,289.6905064
127,42,141,1.542431131,21.54219773,228.9940779
137,30,144,1.154850033,43.58677473,269.5306135
138,40,130,1.976137655,29.42875433,251.1356009
135,35,144,2.513398595,35.0070359,320.066189
121,49,144,4.350271464,16.15793453,248.5794774
127,32,145,3.964978228,42.7068581,353.4263534
141,41,130,4.821502911,25.04088909,254.9615661
125,34,132,3.236699195,39.26921482,226.0713501
131,38,141,3.990966606,41.61661047,306.2756689
134,41,136,2.101133541,19.09906901,191.0075869
144,39,134,3.718311572,25.35651974,209.2046923
127,48,130,3.82460481,40.32040287,334.8834291
123,34,130,4.393661314,23.12621416,250.4992057
134,34,144,3.145614044,44.68608832,350.3211871
147,38,137,3.59602059,25.91907358,300.7124479
139,49,140,1.81219524,29.08155726,282.3062962
144,46,143,3.947036361,18.49101715,268.7779004
136,39,142,4.353646891,20.16862915,220.7666586
132,30,148,3.374950985,24.63975699,186.1736344
137,45,141,1.462697849,16.71180899,104.0400277
121,44,148,2.251429425,21.75612979,264.3070543
132,46,133,2.902058604,29.31300593,254.6138165
132,49,133,3.708649566,28.29867864,412.6215493
141,42,132,2.281308431,21.95430329,260.0215651
134,30,135,4.361164205,17.81577393,284.2260119
139,37,134,2.487159165,26.13517422,204.3106189
148,34,140,1.171345392,41.08713127,266.6257431
146,35,138,4.175977667,32.85348503,376.4140827
129,49,132,3.576892678,48.1381391,326.6997938
148,43,138,4.207825979,19.89602147,227.1521854
122,40,141,2.395559253,22.25612806,158.145581
138,35,132,1.070520769,24.81048368,286.7684038
122,40,149,1.295011695,15.45506649,159.4665191
141,42,146,1.447203123,48.01831675,268.4967155
133,41,141,4.220590313,30.5877341,253.9524
127,31,147,2.205739017,31.8577317,364.2901697
146,32,133,4.991594038,20.52500993,239.3311871
142,33,139,4.033553586,45.54441915,359.5359356
149,46,147,3.404619812,39.24212828,287.2313708
123,35,137,4.934477648,30.09763456,225.454626
146,36,138,2.265236753,45.72900238,281.0945141
147,44,148,1.662462276,46.69102084,294.5623059
139,40,142,3.949091879,16.73181894,212.7995718
130,32,135,2.112333515,19.17636064,211.6265973
145,35,136,4.844147712,15.96699048,270.7698331
130,31,135,4.952277249,35.36055865,313.0606807
146,43,140,4.70561758,22.62803511,300.0906475
149,38,146,4.779047052,44.57248292,265.3206453
130,47,148,3.46261927,31.30698512,216.4704379
121,48,141,3.768474598,44.31984112,320.7130623
149,41,142,1.376984631,34.44618282,298.1823137
136,42,147,4.052200639,42.8658729,206.0514108
128,41,136,1.808253452,28.01492529,292.2474748
147,41,134,4.361304239,48.08878442,371.1980229
147,47,145,4.846127282,38.35055529,345.6972832
121,38,133,1.849510517,35.84216905,233.4034175
148,46,130,1.31212447,27.33248393,324.8234476
143,45,133,2.935560557,47.80143926,279.5634935
134,46,132,4.166197488,26.82070401,340.5587252
135,37,133,4.08256068,44.25508023,299.7617842
144,40,130,3.787274023,29.15078756,227.8364814
123,31,141,4.282783961,41.85144005,313.7133332
127,37,142,1.69995341,46.91572705,174.2708102
128,41,131,3.607751032,31.29624909,289.6785779
145,30,138,3.422717264,33.41473243,288.5223014
145,42,136,1.613726895,26.56200171,258.7708763
124,46,142,2.657708283,16.91434855,213.5247144
135,43,131,4.410118877,37.83684193,346.2515523
132,43,130,4.887207216,19.18748836,337.0971567
149,45,147,3.66172071,27.3920625,295.8718569
126,46,136,4.687764168,27.23228684,311.2357999
145,35,147,1.528196922,20.28513368,224.6780957
139,36,148,4.900242103,38.33486106,341.577894
136,30,137,1.134025997,21.11097658,93.28217865
122,44,141,3.109037094,42.24177222,237.8982905
124,49,140,2.164033318,23.7247675,241.1113899
138,47,138,4.255636427,25.05506201,391.2508125
131,42,133,1.870174528,27.03049057,258.744202
148,31,136,1.046120147,20.34633963,210.8817371
146,48,146,2.658437837,30.19925703,235.9149302
126,44,140,1.256431991,17.81137935,227.231606
147,41,131,2.160370277,29.94906296,298.5381252
128,44,147,3.574990767,26.89692464,268.6089815
147,47,141,2.178812706,26.83929065,301.662143
125,43,138,1.983172909,38.12359881,340.7218744
148,35,140,1.621982652,41.91580061,198.1036429
145,41,134,1.540689096,27.45994828,211.1345565
136,49,136,3.103429493,24.17051422,329.028353
135,35,130,3.726028092,32.30223022,305.004168
142,38,134,2.810932823,42.57016764,262.9797942
122,33,135,1.494412396,37.5600533,239.2137526
140,46,142,3.591025198,16.33004717,218.3653603
145,31,140,3.228487593,31.79753333,294.6924943
123,45,137,2.525101821,49.68377723,247.2049444
129,43,149,2.320187509,27.35946347,264.2441096
124,37,131,1.732611565,30.42508805,306.1370629
140,43,144,1.585197835,25.0592356,178.416187
141,31,139,2.355086778,32.41931414,249.9492578
149,45,137,1.166524496,20.63224629,258.0881799
129,33,131,2.746509651,23.6454774,269.9978978
131,30,144,3.406295717,39.91077079,296.8971171
129,49,135,4.766617101,19.84003778,232.8690326
148,43,134,3.503312573,47.41503173,258.9538645
132,37,132,3.496304187,25.7786143,263.2715989
130,32,140,2.497659222,35.12587839,349.1524073
141,34,140,1.533268625,26.26407371,264.4404272
135,35,145,2.787750613,31.73107715,336.0477659
127,37,132,3.394705276,46.63304648,368.2475158
127,35,138,3.896134387,17.40020486,371.3008123
146,35,132,4.304347096,44.97199193,334.4127397
144,33,148,2.023712368,34.51507904,161.1771114
127,36,140,1.964880301,38.27749405,305.2987475
132,48,143,3.261199452,16.95604734,181.4058268
146,36,131,3.264060733,41.64896911,303.6718006
121,32,136,1.871791187,19.47224451,159.067519
149,37,139,3.349901241,48.76874129,278.4641458
149,30,139,2.3835154,42.97505467,305.5544298
131,30,149,3.557259676,32.25037926,322.5021042
129,43,130,2.164178855,47.3458435,218.5065014
131,35,135,3.369167168,20.91756488,288.4826478
130,39,143,4.073240165,49.70823874,347.3231532
134,43,131,4.920635103,40.08866658,442.6393826
135,33,135,4.644272226,18.44322698,221.8080443
136,35,130,3.014154989,33.78070264,223.2120229
145,45,132,2.953396333,39.8806729,304.4888605
121,30,133,2.750800024,36.45577916,228.7338387
137,35,142,1.111002392,29.83822896,243.1723621
131,38,132,1.66381799,23.68499996,201.8281501
138,44,144,1.236756353,23.33803227,254.517693
145,41,142,3.785420339,47.443263,317.8285384
142,32,140,2.652938601,23.21592627,353.31626
137,40,133,1.255079512,48.68417619,278.623153
149,44,146,3.762300311,22.35790596,219.9707302
136,32,134,3.577743451,28.44993226,243.988913
149,43,137,3.879851323,15.43131992,252.8515191
125,31,139,3.399336471,46.61003788,283.9050138
144,33,136,1.64615824,18.65230864,184.084805
134,48,146,1.245569191,27.50652408,223.0249133
122,41,136,4.268563881,44.4881375,376.7661775
125,31,148,1.863235996,42.71642786,227.4335905
122,46,138,3.170116962,44.4525357,338.5510785
149,32,131,2.940868059,46.99376568,316.1973458
148,39,149,4.684210162,46.8874776,339.7174087
120,45,148,3.209759043,41.96747076,319.665501
149,38,135,3.320067542,35.38482826,276.7795281
132,40,139,2.278020135,34.65422433,218.9669467
147,44,142,4.834778807,15.45218371,206.7761693
140,32,131,3.449495263,40.28995938,178.6278383
145,45,139,1.019921534,22.93368503,203.7859646
133,41,139,3.224329055,44.00440966,369.8121302
132,34,134,2.455461553,34.38314298,272.4762354
146,36,133,1.128448817,49.5536758,186.9540222
123,38,131,2.726199142,22.35957194,191.8107345
126,47,136,4.094265954,40.32128764,340.5534121
141,37,147,3.015157832,34.1636819,282.7447255
129,41,146,3.557836345,47.61323956,250.3669049
126,49,140,3.558965863,24.30977979,212.2894831
140,31,147,3.68407721,17.08031592,269.0840031
134,39,137,2.550384778,34.03529717,387.3180241
134,48,141,2.480019356,33.25645574,245.8766482
123,38,130,1.018338125,25.9097527,286.0380216
142,37,149,1.616889842,49.52882292,265.446413
142,30,141,4.803240851,17.43989985,359.4162265
125,35,135,4.369666863,34.93320343,211.815829
143,41,132,2.10043375,24.10759192,277.599735
139,48,134,2.604767796,15.06692041,175.9849268
145,46,143,4.759685294,49.57471981,311.6132669
124,31,141,2.001777918,31.85644928,332.3241204
139,40,142,3.130131877,45.00166727,276.7678523
131,47,142,1.088319136,44.40235339,238.3023173
120,40,146,3.478939345,43.42974283,323.5273172
147,47,144,4.720294393,31.06560385,303.9617213
127,37,135,4.538973539,46.35742112,306.7201862
120,44,141,3.007876883,27.85452802,208.4024776
124,38,131,3.598567889,29.29354214,328.978627
141,44,133,3.279192776,23.94968185,232.3704718
125,36,149,1.267896977,30.68297766,201.1114572
148,49,141,1.634893948,49.5275071,252.1975941
140,42,132,4.855269259,35.06342318,368.7050314
122,42,146,2.023874787,44.08842123,281.5300525
134,30,135,2.537796864,24.21700211,250.5590491
124,49,146,3.035777232,48.45722422,177.2281027
147,33,146,4.916528518,15.46106266,330.8246738
143,33,140,3.759974025,47.55858266,362.5127486
133,33,136,3.518393991,46.43013616,282.5168949
137,42,131,3.09759989,17.35746758,314.7412823
135,31,148,3.802697658,36.16963546,250.5980801
125,44,131,3.656063562,42.48354184,308.0763699
144,33,142,4.611363569,29.13327583,332.4374978
143,35,145,3.167341221,18.21500599,237.3442875
133,32,146,2.686010353,44.02899746,197.9348112
146,36,140,4.228648112,31.32744111,247.6048222
143,35,138,4.199133339,24.21375355,274.9052589
127,32,138,1.679345752,17.47994042,210.3316053
148,33,143,1.947167991,37.40601456,321.5935257
126,39,142,4.834553045,16.48056514,309.7161094
127,38,140,2.776438154,42.68828525,330.1976598
132,35,141,3.078642786,41.97632015,392.5304873
125,49,132,2.240640498,26.30299453,254.4681047
137,40,130,2.924284092,31.53005697,375.8852842
121,36,137,3.973426429,38.4226862,280.3695377
127,47,148,2.92938039,48.56933496,282.4820118
130,33,142,2.25913872,33.20528587,352.5525153
120,34,136,1.384004018,49.88379087,265.2560659
141,33,142,4.713046082,26.37870261,215.0571284
148,33,135,4.486631291,33.42721813,319.532581
125,42,132,4.165459773,19.04654453,273.448163
135,45,135,3.776283855,34.47538509,325.0016784
146,43,132,3.062039538,33.77096583,224.6249583
139,40,142,4.589587144,44.70848701,291.1422569
131,31,142,4.166806051,49.87930545,237.7291621
130,43,142,4.264043367,49.51623393,348.5493342
148,36,130,2.238201892,23.27054185,282.4683199
146,40,137,2.693833094,26.84559438,271.0983423
